Ссылка;Название;Сайт;Категории
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU3MDk=";"СКАЙ ЛОГИСТИКС";"https://skylogistics.com.tr/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjM5MjM=";"Сканкод";"https://scancode.ru/";"SkladTech складское оборудование и технологии WMS, IT решения для склада Оборудование для маркировки и сканирования"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ3ODU=";"Смарт Экспресс, ООО";"https://smartexpress.me/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Последняя миля Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMyOTc=";"Совкомбанк страхование, АО";"https://sovcomins.ru/commercial-business/";"Сопутствующие услуги Страховые компании"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzODE=";"Солво";"https://www.solvo.ru/";"SkladTech складское оборудование и технологии WMS, IT решения для склада Оборудование для маркировки и сканирования Автоматизация и роботизация склада Поставщики оборудования и компонентов Оборудование для портов и терминалов ИТ-решения Управление цепочками поставок (SCM) Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1NzM=";"Солинг Эйдженси, ООО";"https://soling.agency/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxODA=";"Союз-Логистик, ООО";"https://www.souz-logist.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Рефрижераторные автоперевозки Негабаритные перевозки и проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM0NTY=";"СТ ГРУПП";"https://stglob.ru/";"SkladTech складское оборудование и технологии Транспортная тара Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Последняя миля Железнодорожные перевозки грузов Контейнерные жд-перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ5NjI=";"СТМ";"https://www.ctm.ru/";"ИТ-решения Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxNzQ=";"Страховая бизнес группа, АО";"https://www.ibg.ru/";"Сопутствующие услуги Страховые компании"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzNDU=";"СТРАХОВАЯ КОМПАНИЯ ПАРИ";"http://www.skpari.ru/";"Сопутствующие услуги Страховые компании"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2NTQ=";"Страховая компания ЭНЕРГОГАРАНТ";"https://energogarant.ru/";"Сопутствующие услуги Страховые компании"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3NTM=";"СТТ, ООО";"https://stt-customs.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM0MzU=";"Судоходная компания "Транзит-СВ" ООО";"https://transitsv.ru/";"Морские и речные перевозки Грузоперевозки навалочных, тяжеловесных и ро-ро грузов Грузоперевозки внутренними водными путями Порты и терминалы, услуги по обработке грузов в портах Порты Услуги по обработке грузов в портах и терминалах Логистика для e-commerce Организация складского хранения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjQ0Njk=";"Судоходная Компания Морвенна";"https://mwship.ru/";"Негабаритные перевозки и проектные грузы Проектные грузы Негабаритные грузы Тяжеловесные грузы Накатные грузы (ро-ро) Морские и речные перевозки Грузоперевозки навалочных, тяжеловесных и ро-ро грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjU1Nzk=";"ТЕЛС КАРГО";"http://www.telscargo.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Транспортные компании по грузовым автоперевозкам Негабаритные перевозки и проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1NTg=";"ТЕОРЕМА, ООО";"https://frigoref.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Рефрижераторные автоперевозки Контейнерные автоперевозки Логистические, распределительные центры и терминалы Терминально-логистические центры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjEyMDg=";"Терминал 81";"https://canavara-ts.ru/";"Комплексные логистические услуги и экспедирование грузов 3PL / 4PL Железнодорожные перевозки грузов Национальная железная дорога Контейнерные жд-перевозки Порты и терминалы, услуги по обработке грузов в портах Порты Логистические, распределительные центры и терминалы Терминально-логистические центры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM4NDM=";"ТЕСИС Группа компаний";"https://tesis.su/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Прочие грузовые агенты Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1NjE=";"ТехноСервис Порт";"https://techno-service.su/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Морские и речные перевозки Грузоперевозки навалочных, тяжеловесных и ро-ро грузов Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах Негабаритные перевозки и проектные грузы Проектные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1MTA=";"ТК ВТК";"https://vtk-tk.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTczOTg=";"ТК Евразия ИмпЭкс, ООО";"https://eurasia-ltd.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Морские и речные перевозки Агенты морских линий Морские перевозки сборных грузов Морские контейнерные перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ3NTg=";"ТК СЕВЕРНЫЙ ПРОЕКТ";"https://www.ashipping.ru/";"Морские и речные перевозки Морские линии / Судоходные компании Морские перевозки сборных грузов Морские контейнерные перевозки Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах Негабаритные перевозки и проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3Njg=";"ТК ЯКУТСКИЙ ТРАНЗИТ, ООО";"https://ykt-tranzit.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Контейнерные жд-перевозки Негабаритные перевозки и проектные грузы Негабаритные грузы Логистические, распределительные центры и терминалы Терминально-логистические центры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzNDg=";"ТЛК ВЛ Лоджистик";"https://vl-logistic.ru/";"Комплексные логистические услуги и экспедирование грузов 3PL / 4PL Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2NTE=";"ТЛК, ООО";"https://tlk74.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Авиакомпании / Грузовые авиаперевозчики Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM0Njg=";"ТЛСЦ РУС, ООО";"https://www.tlscgroup.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Последняя миля"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ4MDk=";"ТНК";"https://www.tnku.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Перевозки в цистернах и танк-контейнерах Железнодорожные перевозки грузов Перевозки в цистернах и танк-контейнерах Контейнерные жд-перевозки Морские и речные перевозки Перевозки в цистернах и танк-контейнерах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzMjE=";"ТопКрафт, ООО";"https://topkraftspb.ru/";"SkladTech складское оборудование и технологии Подъемно-транспортное оборудование Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах Логистические, распределительные центры и терминалы Терминально-логистические центры Поставщики оборудования и компонентов Краны и погрузочно-разгрузочное оборудование"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzODc=";"ТопФрейм, ООО";"http://topframe-group.com/";"Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах Сопутствующие услуги Сопровождение и охрана грузоперевозок ИТ-решения Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1NjQ=";"Точка Банк";"https://tochka.com/";"Сопутствующие услуги Банки Таможня, таможенное оформление, ВЭД Прочие услуги"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzNzI=";"Тракресурс-Регион";"https://www.liftnet.ru/";"SkladTech складское оборудование и технологии Подъемно-транспортное оборудование Запасные части и комплектующие Шины для складской техники"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjEyNTM=";"Транс информ, ООО";"https://transinform.info/frontpage";"ИТ-решения Системы управления транспортом (TMS)"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1OTc=";"Транс Порт Терминал";"https://tpt28.ru/";"Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Рефрижераторные автоперевозки Контейнерные автоперевозки Перевозки в цистернах и танк-контейнерах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU5ODg=";"ТРАНС-КИТАЙ";"https://www.trans-china.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Железнодорожные перевозки сборных грузов Морские и речные перевозки Агенты морских линий"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxMTc=";"ТрансАтлантик, ООО";"https://transatlantic.pro/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки Негабаритные перевозки и проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2NjA=";"ТрансГИД";"https://transgid.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1OTE=";"Трансимпериал ООО";"https://transimperial.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3Nzc=";"Трансол";"https://transol-rus.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Логистика для e-commerce Организация складского хранения Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxMjk=";"Транспортная Группа «Континент», ООО";"https://continent-sib.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxMTQ=";"Транспортно-логистический центр, ООО";"https://t-lc.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские линии / Судоходные компании Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjM5Mzg=";"Транспортные Решения, ООО";"http://transport.sber.ru/";"ИТ-решения Системы управления транспортом (TMS) Системы управления транспортом и динамического позиционирования (DP) Биржи грузоперевозок, электронные сервисные платформы, агрегаторы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1NDA=";"Транспортные системы Красноярск, ООО";"https://tssk.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Контейнерные жд-перевозки Железнодорожные перевозки сборных грузов Поставщики оборудования и компонентов Подвижной состав, Грузовые вагоны, Фитинговые платформы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjIwNjA=";"Транспортные Технологии, ООО";"https://tehtrans.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Перевозки жд-грузов в вагонах и полувагонах Обсуживание и ремонт подвижного состава"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjM3MDE=";"Транспортный Цех, ООО";"https://trans-ws.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Морские и речные перевозки Агенты морских линий Негабаритные перевозки и проектные грузы Накатные грузы (ро-ро)"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM0MDg=";"ТРФ-Юнайтед, ООО";"https://trfunited.com/";"Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Порты и терминалы, услуги по обработке грузов в портах Порты Услуги по обработке грузов в портах и терминалах Негабаритные перевозки и проектные грузы Проектные грузы Тяжеловесные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMyNTU=";"ТСМ Контейнеры";"https://cont59.ru/";"Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjE0NDI=";"Туркиш Карго";"https://www.turkishcargo.com/";"Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Аэропорты и терминалы Авиаперевозки сборных грузов Логистические, распределительные центры и терминалы Терминально-логистические центры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzNDI=";"ТЭК «ЛидерТранс», ООО";"https://lidertrans.su/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Рефрижераторные автоперевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxNjI=";"ТЭК ОПЕРАТОР";"https://tekoperator.ru/ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Агенты морских линий Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2MTU=";"ТЭКА, ООО";"https://teka-samara.ru/";"Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Негабаритные перевозки и проектные грузы Проектные грузы Тяжеловесные грузы Негабаритные грузы Накатные грузы (ро-ро)"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjYzNDE=";"Умная Логистика";"https://ul.su/";"ИТ-решения Системы управления транспортом (TMS) Биржи грузоперевозок, электронные сервисные платформы, агрегаторы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU4Mzg=";"Уральский ТЛЦ";"https://tlc.ru/tlc-uralskiy/";"Логистические, распределительные центры и терминалы Терминально-логистические центры Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTk5ODQ=";"ФЕЛИТ ДЫШ ТИДЖАРЕТ";"https://felit.com.tr/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиаперевозки сборных грузов Морские и речные перевозки Грузоперевозки навалочных, тяжеловесных и ро-ро грузов Морские перевозки сборных грузов Негабаритные перевозки и проектные грузы Проектные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2NDI=";"Феникс Азия";"https://phenix.asia/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Морские и речные перевозки Агенты морских линий Операторы по перевозке грузов морским транспортом Грузоперевозки навалочных, тяжеловесных и ро-ро грузов Морские перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjM4MTI=";"ФЕСКО Интегрированный Транспорт";"https://www.fesco.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjM4MjE=";"Фирма "Трансгарант"";"https://www.fesco.ru/";"Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Обсуживание и ремонт подвижного состава Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTgwMDE=";"Формат кода";"https://formatkoda.ru/";"SkladTech складское оборудование и технологии WMS, IT решения для склада Автоматизация и роботизация склада"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM0NDQ=";"Фотомеханика";"https://sorters.ru/";"SkladTech складское оборудование и технологии Автоматизация и роботизация склада"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM5MTg=";"Фрейт Вилладж Девелопмент, АО";"https://freightvillage.ru/";"Комплексные логистические услуги и экспедирование грузов 3PL / 4PL Автомобильные грузовые перевозки Контейнерные автоперевозки Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах Логистические, распределительные центры и терминалы Терминально-логистические центры Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxNTM=";"Фэйсюнь международное логистическое (Чунцин) ООО";"http://www.feixungjwl.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Последняя миля Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2Mjc=";"ХАБ ШИППИНГ";"https://hub-shipping.com/ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Морские и речные перевозки Агенты морских линий Морские контейнерные перевозки Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU4MjY=";"Ховрино ТЛЦ";"https://tlc.ru/tlc-hovrino/";"Логистические, распределительные центры и терминалы Терминально-логистические центры Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzOTM=";"Холдинг-Финанс Брокер";"https://hfbroker.net/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Последняя миля Железнодорожные перевозки грузов Контейнерные жд-перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjE3MTI=";"Хубэй Джунту Технолоджи Ко., Лтд.";"https://www.juntukeji.com/";"SkladTech складское оборудование и технологии Подъемно-транспортное оборудование Автоматизация и роботизация склада"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTUxMjc=";"Хуодай";"";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3MTc=";"Центр логистических решений, ООО";"https://clrgroup.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Морские и речные перевозки Морские контейнерные перевозки Негабаритные перевозки и проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjI3ODA=";"Челнок";"https://chelnok.space/#top/?utm_source=transrussia&utm_medium=referral&utm_campaign=list-of-participants2026";"ИТ-решения Системы управления транспортом (TMS) Управление цепочками поставок (SCM) Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxNDQ=";"Чунцин ГуДаЛи Управление цепочками поставок Лтд.";"https://gdl-transport.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Логистические, распределительные центры и терминалы Складской распределительный центр"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxMDU=";"Шаньдунская международная грузовая агентская компания "Юн Су Тун";"https://jieyunsutong.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Прочие грузовые агенты Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1ODU=";"Шёлковый Путь, Группа компаний";"https://silkrg.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYzMTg=";"Шэньчжэнь Ланьчэн Международная экспедиторская компания";"https://www.lanocean.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Грузоперевозки навалочных, тяжеловесных и ро-ро грузов Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
